id,Description,Seller Message,Created (UTC),Amount,Amount Refunded,Currency,Status,Customer ID,Captured,Card ID,Card Brand,Card Funding,Card Exp Month,Card Exp Year,Card Address Country,Card Issue Country,Card CVC Status,Card AVS Zip Status,Card AVS Line1 Status,Invoice ID,Invoice Number,Payment Source Type,Destination,Transfer,Interchange Costs,Merchant Service Charge,Transfer Group,PaymentIntent ID,invoiceNumber (metadata),mySugr-Backend-Region (metadata)
ch_1GcbU2GF2YxxrSPIlocsPERs,Charge for payment 2d3d5939-a554-4d87-9f86-26963df3c714,The bank returned the decline code `incorrect_number`.,2020-04-27 18:15,"49,00","0,00",usd,Failed,cus_GbmsfbNXfJV4EX,false,src_1G4ZHhGF2YxxrSPISh30A00m,Visa,debit,4,2021,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcbTzGF2YxxrSPIwjxxjdh9,Charge for payment 0cc3b9f4-173c-49c3-a7b0-d15e8d8c2100,The bank returned the decline code `do_not_honor`.,2020-04-27 18:15,"49,00","0,00",usd,Failed,cus_GfEHNMrJvBxe0s,false,src_1G7tm8GF2YxxrSPIQJJuctVb,Visa,credit,7,2020,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcbCSGF2YxxrSPIwCM9sjLQ,Invoice BE2B386-0014,Payment complete.,2020-04-27 17:57,"49,00","0,00",usd,Paid,cus_EmDUQkMqqds0ub,true,src_1EIf3AGF2YxxrSPIlgaqHXsV,MasterCard,credit,3,2024,us,US,,fail,fail,in_1GcaGNGF2YxxrSPIlenej7Y6,BE2B386-0014,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,86",,pi_1GcbCSGF2YxxrSPIrrnpYR8w,US 2020-3851,
ch_1GcaYfGF2YxxrSPI9Ag8KmFq,Invoice 37537131-0005,The bank returned the decline code `lost_card`.,2020-04-27 17:15,"49,00","0,00",usd,Failed,cus_GLbVgmiAnZvPLN,false,src_1FouGDGF2YxxrSPIQB8rMr8E,Visa,debit,5,2022,us,US,,unavailable,unavailable,in_1GX8RSGF2YxxrSPIkBqtOK8i,37537131-0005,card,,,"0,00","0,00",,pi_1GX9NhGF2YxxrSPIl2vJeG3H,,
ch_1GcaTqGF2YxxrSPI3fOr54Hi,Invoice 435F5739-0010,Payment complete.,2020-04-27 17:10,"49,00","0,00",usd,Paid,cus_FVuGdhr3Bz67mc,true,src_1F0sRbGF2YxxrSPIS1ApAED5,Visa,credit,12,2023,us,US,,pass,pass,in_1GcZVsGF2YxxrSPI7nwcrWNa,435F5739-0010,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,86",,pi_1GcaTpGF2YxxrSPIRh9b6IRP,US 2020-3849,
ch_1GcaHKGF2YxxrSPIplwJWgO7,Invoice 52B06E0-0029,Payment complete.,2020-04-27 16:57,"49,00","0,00",usd,Paid,cus_DsL99qsS92oJBf,true,src_1Epzx1GF2YxxrSPIYjLPd2Yq,MasterCard,debit,2,2023,us,US,,pass,pass,in_1GcZLEGF2YxxrSPIeGVu6Dr1,52B06E0-0029,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,51","1,02",,pi_1GcaHKGF2YxxrSPIxyb2PQh9,US 2020-3847,
ch_1GcaBoGF2YxxrSPIxSRsdkrz,Charge for payment 41f12298-4698-4f0d-b85b-193f9a6bc141,The bank returned the decline code `do_not_honor`.,2020-04-27 16:52,"49,00","0,00",usd,Failed,cus_GoS4P1UkaP4QgR,false,src_1GGp9EGF2YxxrSPIL3PaJqCQ,Visa,debit,11,2022,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcZjEGF2YxxrSPICQ7mHvci,Charge for payment 4e60d2d5-bb01-41c9-98da-38bf252a3ee8,Payment complete.,2020-04-27 16:22,"49,00","0,00",usd,Paid,cus_HAvZmPnYqhbMip,true,src_1GcZiLGF2YxxrSPIlsWYB2ua,MasterCard,credit,9,2024,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,86",,,,US
ch_1GcZYOGF2YxxrSPIjFxulNcw,Invoice 1BFDADCA-0005,Payment complete.,2020-04-27 16:11,"49,00","0,00",usd,Paid,cus_GRCtLVy8OnWXqi,true,src_1FuKSQGF2YxxrSPIueqd4Chh,Visa,debit,6,2021,us,US,,pass,pass,in_1GcYcEGF2YxxrSPIqyEom0ku,1BFDADCA-0005,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,01",,pi_1GcZYNGF2YxxrSPI2yo0SVXH,US 2020-3844,
ch_1GcZJkGF2YxxrSPIXwSMaxhm,Invoice AF34E30-0039,Payment complete.,2020-04-27 15:56,"49,00","0,00",usd,Paid,cus_CnNyqLItJ94Itr,true,src_1E8Tp4GF2YxxrSPI7OYDNAn0,American Express,credit,5,2022,,US,,pass,,in_1GcYNYGF2YxxrSPIaAJ440YO,AF34E30-0039,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,,,,pi_1GcZJkGF2YxxrSPIcNv8no84,US 2020-3843,
ch_1GcZGWGF2YxxrSPITZrqlArX,Charge for payment 9838218f-d265-4428-8f9b-7ef0ad64675c,The bank returned the decline code `do_not_honor`.,2020-04-27 15:53,"49,00","0,00",usd,Failed,cus_HAv5GFEvCuer5b,false,src_1GcZFdGF2YxxrSPIGphExLaK,MasterCard,prepaid,1,2025,us,US,pass,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcYt5GF2YxxrSPIyRGDtzDf,Invoice F8F6B94A-0006,Payment complete.,2020-04-27 15:28,"49,00","0,00",usd,Paid,cus_GFxQ1thDnZMQ7K,true,src_1FjRUzGF2YxxrSPIdBI8lohJ,MasterCard,credit,3,2021,us,US,,pass,pass,in_1GcXwwGF2YxxrSPIr2BEkh9G,F8F6B94A-0006,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,86",,pi_1GcYt4GF2YxxrSPITWfYHn93,US 2020-3842,
ch_1GcYIQGF2YxxrSPIMuVaNRby,Charge for payment 66a89dbe-bb45-4d09-a409-c70b53cddbbd,Payment complete.,2020-04-27 14:50,"49,00","0,00",usd,Paid,cus_GoQ9DWTyc86rUO,true,src_1GGnIMGF2YxxrSPIb8uabsnj,MasterCard,prepaid,12,2021,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,51","1,02",,,,US
ch_1GcYHYGF2YxxrSPIi4mZzo2y,Charge for payment 6a43ce60-c6ef-4092-a179-a6a011ada24a,The bank returned the decline code `do_not_honor`.,2020-04-27 14:50,"49,00","0,00",usd,Failed,cus_GoQ5nh9gA3g6Xc,false,src_1GGnFTGF2YxxrSPIBqMU4nAy,Visa,debit,6,2022,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcY6HGF2YxxrSPIegayXi9V,Charge for payment d9cd6ed2-08ca-43a2-8dbe-98ef965058df,Payment complete.,2020-04-27 14:38,"49,00","0,00",usd,Paid,cus_HAtt7IC8QzA1d7,true,src_1GcY5CGF2YxxrSPIziYr44eI,Visa,debit,4,2024,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,01",,,,US
ch_1GcXydGF2YxxrSPI8HUacOOz,Charge for payment 3a51b77e-bbf4-4d53-a995-769d23469ab9,Payment complete.,2020-04-27 14:30,"49,00","0,00",usd,Paid,cus_HAtlXD8vwn391c,true,src_1GcXxfGF2YxxrSPIfJQv29O1,Visa,debit,3,2024,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,01",,,,US
ch_1GcXMBGF2YxxrSPIj6tTWKv0,Charge for payment ee5ef4b7-1662-46b7-827b-da0ce871bdde,The bank returned the decline code `insufficient_funds`.,2020-04-27 13:50,"49,00","0,00",usd,Failed,cus_GzGH2dbBr0gd5W,false,src_1GRHkCGF2YxxrSPIDvHyQysy,MasterCard,debit,9,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcWryGF2YxxrSPIWjvC2P8E,Charge for payment 4bd38a90-59af-454b-baea-d3609c99f6e8,Payment complete.,2020-04-27 13:19,"49,00","0,00",usd,Paid,cus_EKoPQcLE4YEbCI,true,src_1Ds8liGF2YxxrSPI8sDTK7UJ,Visa,debit,3,2023,,US,,fail,,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,01",,,,US
ch_1GcVaIGF2YxxrSPIjltgqTVh,Invoice 0ABC7EB-0014,The bank returned the decline code `insufficient_funds`.,2020-04-27 11:57,"49,00","0,00",usd,Failed,cus_Em7gsqqFPKRpJx,false,src_1EIZPJGF2YxxrSPIsnhEzZVk,Visa,debit,11,2022,us,US,,pass,pass,in_1GcUeBGF2YxxrSPI73yfh27b,0ABC7EB-0014,card,,,"0,00","0,00",,pi_1GcVaIGF2YxxrSPILSNKDZ4j,,
ch_1GcVDPGF2YxxrSPIJkjBsrt4,Invoice 67EFBA89-0013,Payment complete.,2020-04-27 11:33,"49,00","0,00",usd,Paid,cus_ExjJGQDVHOjzip,true,src_1ETnprGF2YxxrSPIrqbtpVax,American Express,credit,7,2023,us,US,,pass,pass,in_1GcUHIGF2YxxrSPIfLPhuVbi,67EFBA89-0013,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,,,,pi_1GcVDPGF2YxxrSPInIoW5Suf,US 2020-3836,
ch_1GcTzYGF2YxxrSPIJLkfFw8B,Charge for payment 0ea43408-ee48-48f2-bff5-0718f7ff7198,The bank returned the decline code `do_not_honor`.,2020-04-27 10:15,"49,00","0,00",usd,Failed,cus_Gaz70FBIL8S6x8,false,src_1G3n8bGF2YxxrSPIa17jDmIo,Visa,prepaid,11,2023,us,US,,unavailable,unavailable,,,card,,,"0,00","0,00",,,,US
ch_1GcTzWGF2YxxrSPIQzdkRh2v,Charge for payment 5e28e662-a197-40d1-891a-808668d123c2,The bank returned the decline code `do_not_honor`.,2020-04-27 10:15,"49,00","0,00",usd,Failed,cus_GgRN228M6l4Hhu,false,src_1G94QdGF2YxxrSPIfHC7pVWw,Visa,debit,11,2024,us,US,,fail,fail,,,card,,,"0,00","0,00",,,,US
ch_1GcTzQGF2YxxrSPIaeC92Qdh,Charge for payment 27bd83bc-4c47-4ddc-9ba8-221f8fdabee6,The bank returned the decline code `incorrect_number`.,2020-04-27 10:15,"49,00","0,00",usd,Failed,cus_GjjAnhCiQE3h8y,false,src_1GCFgpGF2YxxrSPIwtowGYYs,Visa,debit,8,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcSR6GF2YxxrSPICaYP45pm,Invoice 341CD7DC-0006,Payment complete.,2020-04-27 08:35,"49,00","0,00",usd,Paid,cus_GFqkrdrs2gcZGD,true,src_1FjKyRGF2YxxrSPIyrEOl0jZ,Visa,prepaid,11,2025,us,US,,pass,pass,in_1GcRUvGF2YxxrSPIbq5UUDa0,341CD7DC-0006,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,90","0,64",,pi_1GcSR6GF2YxxrSPIvq5IlULv,US 2020-3834,
ch_1GcQFEGF2YxxrSPIPuyi5gGW,Charge for payment 4c18457c-f0e0-4403-a3b9-cc542257a3e3,The bank returned the decline code `do_not_honor`.,2020-04-27 06:15,"49,00","0,00",usd,Failed,cus_GoQ5nh9gA3g6Xc,false,src_1GGnFTGF2YxxrSPIBqMU4nAy,Visa,debit,6,2022,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcQFAGF2YxxrSPIBL866EQ2,Charge for payment 4806f13f-1d8f-4684-9e71-156d884be613,The bank returned the decline code `insufficient_funds`.,2020-04-27 06:15,"49,00","0,00",usd,Failed,cus_GhMQn2MMmzAgyC,false,src_1G9xgqGF2YxxrSPIQWVn47ji,MasterCard,prepaid,12,2021,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcOzNGF2YxxrSPIlvI8dizB,Charge for payment 72369e5d-2371-4c04-9755-a5294949a6ae,Payment complete.,2020-04-27 04:54,"49,00","0,00",usd,Paid,cus_HAkTnz0XHoBQyI,true,src_1GcOyMGF2YxxrSPItP9dhGwx,Visa,debit,12,2024,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1GcOwoGF2YxxrSPIKzIEesDi,Charge for payment 7cf5e254-48f8-4d45-a77c-8e84fc675b14,Payment complete.,2020-04-27 04:52,"49,00","0,00",usd,Paid,cus_GoGL84DiS9xaZX,true,src_1GGdn3GF2YxxrSPIPifScQxb,Visa,debit,2,2023,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1GcO9tGF2YxxrSPIKueFTSdA,Invoice 7502F5EA-0010,Payment complete.,2020-04-27 04:01,"49,00","0,00",usd,Paid,cus_FVhY1AMNF8Jqhz,true,src_1F0g7hGF2YxxrSPIys4SoMX3,Visa,debit,11,2021,us,US,,fail,fail,in_1GcNDhGF2YxxrSPImOiZp3Ul,7502F5EA-0010,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,pi_1GcO9tGF2YxxrSPI8q9rxPke,US 2020-3829,
ch_1GcNxxGF2YxxrSPIuUlyVvea,Invoice B00E38C8-0010,The bank returned the decline code `do_not_honor`.,2020-04-27 03:49,"49,00","0,00",usd,Failed,cus_FQ4v4SC8fiad2b,false,src_1EvEoNGF2YxxrSPIgSM2Cu4E,MasterCard,credit,12,2022,us,US,,pass,pass,in_1GWvsLGF2YxxrSPIRnr2hRNC,B00E38C8-0010,card,,,"0,00","0,00",,pi_1GWwoTGF2YxxrSPIlMp3VJmz,,
ch_1GcN53GF2YxxrSPIezaLvTHM,Charge for payment f6378b0b-919f-4b52-b6db-c51c698bf54e,Payment complete.,2020-04-27 02:52,"49,00","0,00",usd,Paid,cus_Gz5uDYSg1g2I6E,true,src_1GR7iuGF2YxxrSPIgHocXm3s,MasterCard,credit,7,2024,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1GcLAYGF2YxxrSPI5y39MfyY,Invoice BCB05A37-0008,Payment complete.,2020-04-27 00:49,"49,00","0,00",usd,Paid,cus_FssTlLFTVgmjiy,true,src_1FN6iDGF2YxxrSPIQzGWg44J,Visa,credit,8,2022,us,US,,pass,pass,in_1GcKEGGF2YxxrSPILCTrgZrf,BCB05A37-0008,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,pi_1GcLAYGF2YxxrSPISWc3tBrS,US 2020-3824,
ch_1GcKdnGF2YxxrSPIbekBg9pF,Invoice DC6E3C8A-0011,Payment complete.,2020-04-27 00:16,"49,00","0,00",usd,Paid,cus_FKP9X0015wx4QI,true,card_1GSOZtGF2YxxrSPI3QYzfepb,Visa,credit,9,2024,,US,,,,in_1GcJhaGF2YxxrSPIRSbQDqLy,DC6E3C8A-0011,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,pi_1GcKdmGF2YxxrSPIUy72BZwA,US 2020-3822,
ch_1GcJnAGF2YxxrSPIhxIQcJ27,Invoice 571EB262-0011,Payment complete.,2020-04-26 23:21,"49,00","0,00",usd,Paid,cus_FKOHybGfydsw1D,true,src_1EpjUOGF2YxxrSPIGKA3UpbZ,Visa,debit,7,2020,us,US,,pass,pass,in_1GcIqwGF2YxxrSPI2Cepb388,571EB262-0011,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,pi_1GcJn9GF2YxxrSPIghbXPoqB,US 2020-3819,
ch_1GcJRZGF2YxxrSPIVhowWnGE,Charge for payment 0dc3c98a-069c-45cb-a8c2-c2e69fb97d69,Payment complete.,2020-04-26 22:59,"49,00","0,00",usd,Paid,cus_HAekP7kbDjTEiM,true,src_1GcJQEGF2YxxrSPIRrq14WpW,Visa,debit,3,2023,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1GcJLtGF2YxxrSPIVmhk9Y2L,Invoice 4FF50D24-0006,Payment complete.,2020-04-26 22:53,"49,00","0,00",usd,Paid,cus_GFhN1vfMJMPGUx,true,src_1FjBxpGF2YxxrSPIk2dgKSJ6,Visa,debit,4,2023,us,US,,pass,pass,in_1GcIPiGF2YxxrSPIRrQFHJjl,4FF50D24-0006,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,pi_1GcJLtGF2YxxrSPI6NXf2ZUe,US 2020-3817,
ch_1GcJIhGF2YxxrSPIb6MrYSO8,Charge for payment 02b3690d-18b4-4978-8cdb-410fb53896eb,Payment complete.,2020-04-26 22:50,"49,00","0,00",usd,Paid,cus_Go9nkjSSAd4701,true,src_1GGXTQGF2YxxrSPIy4BCvuVJ,Visa,prepaid,2,2023,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1GcINaGF2YxxrSPIgf9nSJBU,Charge for payment ae7fbe1b-8c6d-4590-9dba-1214b052c04b,Payment complete.,2020-04-26 21:51,"49,00","0,00",usd,Paid,cus_Gz0aXv0bFH2m8P,true,src_1GR2YzGF2YxxrSPI8NJZLEJi,Visa,debit,9,2023,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1GcIMUGF2YxxrSPIeoA8mMIz,Charge for payment 129ff32c-a510-4722-b917-279ec328696b,Payment complete.,2020-04-26 21:50,"49,00","0,00",usd,Paid,cus_GcXBmwSU6PGE9I,true,src_1G5I1iGF2YxxrSPIws4OYUmo,MasterCard,credit,5,2024,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1GcHvLGF2YxxrSPIZdtsVeuJ,Charge for payment d7fe42d5-6400-4be5-bd32-559ce6cb796d,Payment complete.,2020-04-26 21:22,"49,00","0,00",usd,Paid,cus_HAdBneoHgYOelk,true,src_1GcHl8GF2YxxrSPIk4t4l8x5,Visa,credit,1,2024,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1GcHR0GF2YxxrSPIrhG1UuvD,Charge for payment a63b9c33-85a7-425f-80a7-69e586f81c9c,Payment complete.,2020-04-26 20:50,"49,00","0,00",usd,Paid,cus_GcWUBYqxmuAgbl,true,src_1G5HRdGF2YxxrSPIimakOjF7,Visa,credit,5,2023,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1GcGdLGF2YxxrSPIfnKKQV01,Charge for payment 3e5e36c6-3239-4582-893e-7b5684b73459,Payment complete.,2020-04-26 19:59,"49,00","0,00",usd,Paid,cus_HAbqMmqKCKX3PP,true,src_1GcGX9GF2YxxrSPIZj16678Q,Visa,credit,4,2023,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1GcFZtGF2YxxrSPIXGWVzihj,Charge for payment 9db17d7c-c885-479e-882a-cc2f4d7b74a4,Payment complete.,2020-04-26 18:51,"49,00","0,00",usd,Paid,cus_Go6CTe6xTcYk9F,true,src_1GGTz7GF2YxxrSPIzUHDoxGl,Visa,debit,11,2022,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1GcFGzGF2YxxrSPIwJEBE2t1,Invoice 8D1E44E2-0006,Payment complete.,2020-04-26 18:32,"49,00","0,00",usd,Paid,cus_GFd9oWkuD9seoZ,true,src_1Fj7rlGF2YxxrSPI7fg8rnlg,Visa,credit,1,2023,us,US,,pass,pass,in_1GcEKjGF2YxxrSPITGIWVlRx,8D1E44E2-0006,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,pi_1GcFGyGF2YxxrSPIAKVKVZPe,US 2020-3806,
ch_1GcF0PGF2YxxrSPIV1rfuOKL,Charge for payment 721f3991-06da-4101-822b-6b9296db1951,The bank returned the decline code `pickup_card`.,2020-04-26 18:15,"49,00","0,00",usd,Failed,cus_GqvwrNTZLRhbXE,false,src_1GJE3oGF2YxxrSPIVndgRVmz,MasterCard,credit,4,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcEiQGF2YxxrSPIpk9fv5im,Invoice 30CF8B1-0014,Payment complete.,2020-04-26 17:56,"49,00","0,00",usd,Paid,cus_ElqGLIQGBH7VOp,true,src_1EIIZAGF2YxxrSPI0cp5aBTG,Visa,credit,12,2020,,US,,pass,,in_1GcDmLGF2YxxrSPIeQkLpIzM,30CF8B1-0014,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,pi_1GcEiPGF2YxxrSPIBeA4i2Kh,US 2020-3805,
ch_1GcEeBGF2YxxrSPI1sWqM2Is,Invoice 87535AE-0014,Payment complete.,2020-04-26 17:52,"49,00","0,00",usd,Paid,cus_ElqAOi0BmYDvgP,true,src_1EIIV4GF2YxxrSPIAXrb7KA3,MasterCard,credit,4,2020,,US,,pass,,in_1GcDhzGF2YxxrSPIC9AnGqrC,87535AE-0014,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,pi_1GcEeBGF2YxxrSPIVczsl7OL,US 2020-3804,
ch_1GcDhQGF2YxxrSPI4FU1tOb5,Invoice 7933721F-0010,Payment complete.,2020-04-26 16:51,"49,00","0,00",usd,Paid,cus_FVWkvaemBNOAxq,true,src_1F0VTGGF2YxxrSPIBqHdUi7u,Visa,credit,5,2022,us,US,,pass,pass,in_1GcClAGF2YxxrSPI4JI2ZqVm,7933721F-0010,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,pi_1GcDhQGF2YxxrSPI1iqZisLZ,US 2020-3803,
ch_1GcD5nGF2YxxrSPIMyLKgMEa,Invoice C77386E-0029,Payment complete.,2020-04-26 16:12,"49,00","0,00",usd,Paid,cus_E0gx1ReJSQEeQU,true,src_1EpcmuGF2YxxrSPI7V1JYtHb,Visa,debit,6,2022,us,US,,pass,pass,in_1GcC9eGF2YxxrSPIEmk6wTwC,C77386E-0029,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,pi_1GcD5mGF2YxxrSPIJDcIZLAJ,US 2020-3802,
ch_1GcCkAGF2YxxrSPIncHHVGJT,Charge for payment 0296dc65-d15a-4076-a8c7-fc944906d902,Payment complete.,2020-04-26 15:50,"49,00","0,00",usd,Paid,cus_GcRwavURVcjNHD,true,src_1G5D2YGF2YxxrSPIzM8ZBHpM,Visa,credit,1,2023,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1GcBpsGF2YxxrSPI0uMATJR3,Charge for payment 9771601d-8ca5-4774-b743-43f492e5effa,The bank returned the decline code `do_not_honor`.,2020-04-26 14:52,"49,00","0,00",usd,Failed,cus_Go2PJjKLQVKyXY,false,src_1GGQK9GF2YxxrSPI2je1Tydz,MasterCard,credit,1,2022,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GcBfcGF2YxxrSPIzMNaIP6L,Charge for payment 53cd4f28-cf44-4af5-a046-8019434374cd,Payment complete.,2020-04-26 14:41,"49,00","0,00",usd,Paid,cus_HAWhgEabCT5WHO,true,src_1GcBdtGF2YxxrSPIh8yj4PPV,Visa,credit,4,2024,us,US,pass,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1GcBG6GF2YxxrSPIkzCeiPJb,Charge for payment 36c8988f-ce05-4c63-b91a-156022713447,The bank returned the decline code `do_not_honor`.,2020-04-26 14:15,"49,00","0,00",usd,Failed,cus_GbIC7H7p4jaYxn,false,src_1G45ZPGF2YxxrSPIH6mM6FbE,Visa,debit,9,2024,us,US,,unavailable,unavailable,,,card,,,"0,00","0,00",,,,US
ch_1GcAsbGF2YxxrSPI4gunZ6x5,Charge for payment 88559afe-94a2-4afc-81b4-099cace6655a,Payment complete.,2020-04-26 13:50,"49,00","0,00",usd,Paid,cus_Go1IaR3zzp52nQ,true,src_1GGPG4GF2YxxrSPIUIzROQV2,Visa,credit,2,2023,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,67","0,87",,,,US
ch_1Gc9vyGF2YxxrSPIWON8D3Gv,Charge for payment 6bc7b65c-2a42-4c4b-a502-177448e9b90a,Payment complete.,2020-04-26 12:50,"49,00","0,00",usd,Paid,cus_Go0axQkIWKh6dY,true,src_1GGOYzGF2YxxrSPIcFRvA7o3,Visa,debit,8,2021,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1Gc91yGF2YxxrSPIJd1WoUbj,Charge for payment 473ab1c9-dbb1-4b36-85ea-deb202bbb132,The bank returned the decline code `lost_card`.,2020-04-26 11:52,"49,00","0,00",usd,Failed,cus_Go06TQQnQ4ZRZ1,false,src_1GGO5OGF2YxxrSPImnWcEIit,MasterCard,debit,10,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1Gc7xYGF2YxxrSPILX20oxjf,Invoice A7B7431C-0009,Payment complete.,2020-04-26 10:43,"49,00","0,00",usd,Paid,cus_Fh2pfjOoM1M7kY,true,src_1FBej7GF2YxxrSPIF96kgg6N,MasterCard,debit,5,2022,us,US,,fail,fail,in_1Gc71JGF2YxxrSPIH8tilW4D,A7B7431C-0009,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,51","1,03",,pi_1Gc7xYGF2YxxrSPIgiaXtPpR,US 2020-3793,
ch_1Gc3lcGF2YxxrSPIcVWtHzk0,Charge for payment e644352e-8f59-46e7-af55-468daabb7ef4,The bank returned the decline code `do_not_honor`.,2020-04-26 06:15,"49,00","0,00",usd,Failed,cus_GrqAxNo5MC43kU,false,src_1GK6UBGF2YxxrSPIUFImpGsR,Visa,debit,1,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1Gc3NjGF2YxxrSPI8OIHuJRQ,Charge for payment e8b9c92f-25b6-4379-ba3e-762e71e31850,Payment complete.,2020-04-26 05:50,"49,00","0,00",usd,Paid,cus_GcICN4IoQC9rEB,true,src_1G53bdGF2YxxrSPIiTvi51BD,Visa,debit,3,2022,us,US,,pass,pass,,,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,,,US
ch_1Gc2xKGF2YxxrSPIywXdIo5z,Invoice 173BB8F-0017,Payment complete.,2020-04-26 05:23,"49,00","0,00",usd,Paid,cus_ECflEWgRH8vSWf,true,src_1FXgmMGF2YxxrSPINhgeaPRn,Visa,debit,2,2023,us,US,,pass,pass,in_1Gc218GF2YxxrSPIX4duchgu,173BB8F-0017,card,,po_1GdR0MGF2YxxrSPIhTDnNr6x,"0,52","1,02",,pi_1Gc2xJGF2YxxrSPILYpyxlfI,US 2020-3790,
ch_1Gc2RUGF2YxxrSPIMXFuH0eR,Charge for payment 32958ba6-841a-49a2-a83a-d7dd54dddf91,The bank returned the decline code `lost_card`.,2020-04-26 04:50,"49,00","0,00",usd,Failed,cus_GykRgISGUBo03r,false,src_1GQmwfGF2YxxrSPIXAAoUTQm,MasterCard,debit,8,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
