id,Description,Seller Message,Created (UTC),Amount,Currency,Status,Statement Descriptor,Customer ID,Customer Description,Customer Email,Captured,Card ID,Card Brand,Card Funding,Card Exp Month,Card Exp Year,Card CVC Status,Card AVS Zip Status,Card AVS Line1 Status,Invoice ID,Invoice Number,Transfer,Merchant Service Charge,invoiceNumber (metadata),mySugr-Backend-Region (metadata)
ch_1GdMrYGF2YxxrSPIqIENATmM,Charge for payment ede91dfe-3a6e-4146-879d-3aebeefc621e,Payment complete.,2020-04-29 20:50,"49,00",usd,Paid,,cus_GdeTMUycjvoNus,,,true,src_1G6N7VGF2YxxrSPIfTkLRFvq,Visa,credit,4,2024,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,86",,US
ch_1GdKR5GF2YxxrSPIkBzGusJK,Charge for payment 721f3991-06da-4101-822b-6b9296db1951,The bank returned the decline code `pickup_card`.,2020-04-29 18:15,"49,00",usd,Failed,,cus_GqvwrNTZLRhbXE,,,false,src_1GJE3oGF2YxxrSPIVndgRVmz,MasterCard,credit,4,2023,,pass,pass,,,,"0,00",,US
ch_1GdKJ1GF2YxxrSPIa9Ds54Rv,Charge for payment 072878b9-33de-487d-802d-e8f88599c8ba,Payment complete.,2020-04-29 18:06,"49,00",usd,Paid,,cus_HBhhpAzyiiIhoQ,,,true,src_1GdKI3GF2YxxrSPIBXhxU4y9,MasterCard,credit,3,2023,pass,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,86",,US
ch_1GdJ7tGF2YxxrSPImAC1ChxR,Charge for payment c82d2315-a630-4c83-9c96-974374001792,Payment complete.,2020-04-29 16:51,"49,00",usd,Paid,,cus_GpBz1vaLxL5lrz,,,true,src_1GHXbXGF2YxxrSPI5r4ovyDq,MasterCard,credit,4,2022,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,86",,US
ch_1GdIYzGF2YxxrSPIaNRagf9V,Charge for payment 36c8988f-ce05-4c63-b91a-156022713447,The bank returned the decline code `do_not_honor`.,2020-04-29 16:15,"49,00",usd,Failed,,cus_GbIC7H7p4jaYxn,,,false,src_1G45ZPGF2YxxrSPIH6mM6FbE,Visa,debit,9,2024,,unavailable,unavailable,,,,"0,00",,US
ch_1GdIYtGF2YxxrSPIgVPjiaKp,Charge for payment 9771601d-8ca5-4774-b743-43f492e5effa,The bank returned the decline code `do_not_honor`.,2020-04-29 16:15,"49,00",usd,Failed,,cus_Go2PJjKLQVKyXY,,,false,src_1GGQK9GF2YxxrSPI2je1Tydz,MasterCard,credit,1,2022,,pass,pass,,,,"0,00",,US
ch_1GdIB8GF2YxxrSPIyPgONCXz,Charge for payment 57465fe0-7a9b-4059-b4d6-84a9c4c558a4,Payment complete.,2020-04-29 15:50,"49,00",usd,Paid,,cus_GpAoYN28xlgD2L,,,true,src_1GHWSOGF2YxxrSPIwtB2GxMf,MasterCard,debit,3,2024,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,02",,US
ch_1GdHBXGF2YxxrSPIs0KBe6xs,Charge for payment a30612da-7c25-4383-b14a-a39f507fab9c,Payment complete.,2020-04-29 14:46,"49,00",usd,Paid,,cus_HBeT2jitx02inY,,,true,src_1GdHAJGF2YxxrSPIZfBXUyU8,MasterCard,debit,6,2020,pass,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,02",,US
ch_1GdGabGF2YxxrSPI989bjbYD,Invoice 7B0C8B3-0014,Payment complete.,2020-04-29 14:08,"49,00",usd,Paid,mySugr Bundle US,cus_EmuGB7qltL3uZH,,,true,src_1EJKR7GF2YxxrSPINgymNxQc,Visa,credit,9,2022,,unavailable,unavailable,in_1GdFeMGF2YxxrSPIFKVsW3hh,7B0C8B3-0014,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,86",US 2020-3933,
ch_1GdFmzGF2YxxrSPIFyzfyfDQ,Invoice 0025F7B-0014,The bank returned the decline code `incorrect_number`.,2020-04-29 13:17,"49,00",usd,Failed,mySugr Bundle US,cus_EhH2subs3uotQo,,,false,src_1EDsTpGF2YxxrSPIbJrmwZS7,Visa,debit,8,2023,,pass,,in_1GXnhGGF2YxxrSPILQvkMxCD,0025F7B-0014,,"0,00",,
ch_1GdEodGF2YxxrSPIGpon0Ure,Charge for payment 473ab1c9-dbb1-4b36-85ea-deb202bbb132,The bank returned the decline code `lost_card`.,2020-04-29 12:15,"49,00",usd,Failed,,cus_Go06TQQnQ4ZRZ1,,,false,src_1GGO5OGF2YxxrSPImnWcEIit,MasterCard,debit,10,2023,,pass,pass,,,,"0,00",,US
ch_1GdBdMGF2YxxrSPIT9F6C31B,Charge for payment d50cbe0f-718c-4bdc-86be-1e4449d96861,Payment complete.,2020-04-29 08:51,"49,00",usd,Paid,,cus_GdSF2TrYPTvVkw,,,true,src_1G6B2cGF2YxxrSPIXrchAy5q,Visa,debit,6,2021,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",,US
ch_1GdAh6GF2YxxrSPICwrGIiQh,Charge for payment f0a22068-50dd-4e01-8148-66af306df6af,Payment complete.,2020-04-29 07:51,"49,00",usd,Paid,,cus_GeBy6BxnQyXzeN,,,true,src_1G6taTGF2YxxrSPIdjEYBuSB,MasterCard,prepaid,3,2023,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",,US
ch_1Gd9o1GF2YxxrSPImdYfJIeV,Charge for payment 12e45940-a88a-420e-acfc-a562464554d9,Payment complete.,2020-04-29 06:54,"49,00",usd,Paid,,cus_GdQRy2kseCNEhE,,,true,src_1G69XmGF2YxxrSPIMMblQ8rR,MasterCard,credit,11,2022,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,87",,US
ch_1Gd9kXGF2YxxrSPIW0L1Hkfz,Charge for payment 521a2bea-27e8-4598-b653-6bee3a473e5e,Payment complete.,2020-04-29 06:50,"49,00",usd,Paid,,cus_GeB8wBCJcWTQKz,,,true,src_1G6slOGF2YxxrSPIGrCWHylu,MasterCard,debit,9,2023,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",,US
ch_1Gd9CMGF2YxxrSPIKLMP8mjf,Charge for payment e644352e-8f59-46e7-af55-468daabb7ef4,The bank returned the decline code `do_not_honor`.,2020-04-29 06:15,"49,00",usd,Failed,,cus_GrqAxNo5MC43kU,,,false,src_1GK6UBGF2YxxrSPIUFImpGsR,Visa,debit,1,2023,,pass,pass,,,,"0,00",,US
ch_1Gd9CFGF2YxxrSPIgid2oGbF,Charge for payment 32958ba6-841a-49a2-a83a-d7dd54dddf91,The bank returned the decline code `incorrect_number`.,2020-04-29 06:15,"49,00",usd,Failed,,cus_GykRgISGUBo03r,,,false,src_1GQmwfGF2YxxrSPIXAAoUTQm,MasterCard,debit,8,2023,,pass,pass,,,,"0,00",,US
ch_1Gd8f3GF2YxxrSPIXtumjpI7,Invoice 901F90C-0038,Payment complete.,2020-04-29 05:40,"49,00",usd,Paid,mySugr Bundle US,cus_CU1X1nMIDQQYdS,,,true,src_1EfJSmGF2YxxrSPIDnvVhVKR,MasterCard,debit,7,2021,,pass,pass,in_1Gd7ivGF2YxxrSPIb3k5dbiC,901F90C-0038,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",US 2020-3927,
ch_1Gd8RjGF2YxxrSPI8H4yq9cv,Charge for payment 5cef2b9f-39a1-499c-9e7f-14db7aed0f22,Payment complete.,2020-04-29 05:26,"49,00",usd,Paid,,cus_HBVSIhAXoMFX7w,,,true,src_1Gd8R5GF2YxxrSPIu1FgmYmN,Visa,credit,11,2020,pass,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,87",,US
ch_1Gd8PrGF2YxxrSPIjpOiKiHQ,Charge for payment 7b2b7126-089e-405d-903e-d9f1b65f46ce,The bank returned the decline code `insufficient_funds`.,2020-04-29 05:25,"49,00",usd,Failed,,cus_HBVQIinToUjaX1,,,false,src_1Gd8PIGF2YxxrSPIpyiLx9wZ,MasterCard,prepaid,11,2022,pass,pass,pass,,,,"0,00",,US
ch_1Gd7KCGF2YxxrSPIcSmdVLGD,Charge for payment 0ad6c000-a085-4a15-afe1-bc1b4998f159,The bank returned the decline code `lost_card`.,2020-04-29 04:15,"49,00",usd,Failed,,cus_Go06TQQnQ4ZRZ1,,,false,src_1GGO5OGF2YxxrSPImnWcEIit,MasterCard,debit,10,2023,,pass,pass,,,,"0,00",,US
ch_1Gd6xSGF2YxxrSPIS3nN0xuQ,Invoice 8FE7097F-0005,Payment complete.,2020-04-29 03:51,"49,00",usd,Paid,mySugr Bundle US,cus_GRlPotg3jcm7ik,,,true,src_1FurrjGF2YxxrSPI96VFpLAB,MasterCard,credit,4,2020,,pass,pass,in_1Gd61MGF2YxxrSPIoEzYlgO9,8FE7097F-0005,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,87",US 2020-3925,
ch_1Gd6vGGF2YxxrSPI1f8qCFur,Charge for payment 34d0a149-6634-4fd9-8249-64c8017b41cd,The bank returned the decline code `insufficient_funds`.,2020-04-29 03:49,"49,00",usd,Failed,,cus_HBTsWG0JrTsVbh,,,false,src_1Gd6sAGF2YxxrSPICXaYxskf,MasterCard,prepaid,4,2023,pass,pass,pass,,,,"0,00",,US
ch_1Gd6muGF2YxxrSPIOqbhW1IX,Charge for payment 8e583493-5184-409f-b861-2500ebb64200,Payment complete.,2020-04-29 03:40,"49,00",usd,Paid,,cus_HBTkaQO9eh3hUz,,,true,src_1Gd6kpGF2YxxrSPIByXsZCGU,MasterCard,debit,2,2021,pass,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,64",,US
ch_1Gd6PkGF2YxxrSPI0dACfzYi,Invoice FB5C1C4F-0011,Payment complete.,2020-04-29 03:16,"49,00",usd,Paid,mySugr Bundle US,cus_FLCWP96WBCXGES,,,true,src_1EqW6uGF2YxxrSPIrQMIdtRm,Visa,debit,5,2023,,pass,pass,in_1Gd5TVGF2YxxrSPIBF6uNqsm,FB5C1C4F-0011,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",US 2020-3922,
ch_1Gd61eGF2YxxrSPIPR25lRxs,Charge for payment 56c849fd-c6dc-4628-8398-444cb60aaeca,Payment complete.,2020-04-29 02:51,"49,00",usd,Paid,,cus_Ge74aIWGnfdj6X,,,true,src_1G6opoGF2YxxrSPINA5qZPwg,MasterCard,credit,7,2021,,fail,fail,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,87",,US
ch_1Gd5qxGF2YxxrSPIfS50WvRk,Invoice EC4F37FB-0010,Payment complete.,2020-04-29 02:40,"49,00",usd,Paid,mySugr Bundle US,cus_FVz5vOw1EyDcOu,,,true,src_1F1NqgGF2YxxrSPIat1zLVuf,MasterCard,debit,7,2023,,pass,pass,in_1Gd4upGF2YxxrSPINOcHJ8nm,EC4F37FB-0010,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",US 2020-3920,
ch_1Gd5S4GF2YxxrSPIOcJvcTnC,Charge for payment 3cb9b3e0-60d6-47e2-ad80-0aed83f924bb,The bank returned the decline code `do_not_honor`.,2020-04-29 02:15,"49,00",usd,Failed,,cus_Gb3dTD1mcl50MZ,,,false,src_1G3rVhGF2YxxrSPI7ZFK4xSl,MasterCard,credit,5,2024,,pass,pass,,,,"0,00",,US
ch_1Gd5S0GF2YxxrSPIx7bIWKLL,Charge for payment 1bc80b98-d303-4f72-b716-76d025ecd372,The bank returned the decline code `do_not_honor`.,2020-04-29 02:15,"49,00",usd,Failed,,cus_Gb3TYBdzO5BEgo,,,false,src_1G3rMMGF2YxxrSPIj8nOJM62,Visa,credit,3,2024,,pass,pass,,,,"0,00",,US
ch_1Gd54OGF2YxxrSPIB0K08jap,Charge for payment 70e5531d-dcb4-417d-88b3-92f065775ff1,The bank returned the decline code `insufficient_funds`.,2020-04-29 01:50,"49,00",usd,Failed,,cus_GoxxtTPozhEiVr,,,false,src_1GHK0pGF2YxxrSPIZbqbDpmb,Visa,debit,3,2023,,pass,pass,,,,"0,00",,US
ch_1Gd4zsGF2YxxrSPI1cqCCWGm,Invoice D5E02420-0013,Payment complete.,2020-04-29 01:46,"49,00",usd,Paid,mySugr Bundle US,cus_EyKHUEIRN9BNp8,,,true,src_1EUNcQGF2YxxrSPI4g88Pxux,MasterCard,credit,2,2021,,pass,pass,in_1Gd43kGF2YxxrSPI8wHnJjo3,D5E02420-0013,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,87",US 2020-3919,
ch_1Gd4wxGF2YxxrSPImGSUOQH3,Invoice A855ACCD-0009,Payment complete.,2020-04-29 01:42,"49,00",usd,Paid,mySugr Bundle US,cus_Fi1meBJLME2n2v,,,true,src_1FCbgSGF2YxxrSPIqHvTdsm3,Visa,credit,12,2022,,pass,pass,in_1Gd40lGF2YxxrSPIAvsjqCGS,A855ACCD-0009,po_1GfFBWGF2YxxrSPI6cNaMZdL,"0,87",US 2020-3918,
ch_1Gd4muGF2YxxrSPIszZm7QWP,Charge for payment 78b4b5f4-7947-42f7-9ae6-6d5296b79885,Payment complete.,2020-04-29 01:32,"49,00",usd,Paid,,cus_HBRf2R3U6CdoW5,,,true,src_1Gd4ltGF2YxxrSPIBbf5DeAw,Visa,debit,10,2022,pass,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",,US
ch_1Gd49rGF2YxxrSPIB6pP1dma,Charge for payment d358f1f3-f8e3-4f74-9e8e-8b92c435680a,Payment complete.,2020-04-29 00:52,"49,00",usd,Paid,,cus_GowKCy48PCSzA8,,,true,src_1GHIR2GF2YxxrSPIyXBDZsjw,MasterCard,debit,2,2022,,pass,pass,,,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",,US
ch_1Gd3ylGF2YxxrSPIoS6XqhjO,Invoice 89A8ECA4-0009,Payment complete.,2020-04-29 00:40,"49,00",usd,Paid,mySugr Bundle US,cus_Fi0mOSETJWH8cv,,,true,src_1FCakDGF2YxxrSPIixajvgx3,Visa,debit,3,2022,,pass,pass,in_1Gd32dGF2YxxrSPIjD5K0DAv,89A8ECA4-0009,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,03",US 2020-3914,
ch_1Gd3O1GF2YxxrSPIUbjlbLs4,Invoice 636CF227-0013,Payment complete.,2020-04-29 00:02,"49,00",usd,Paid,mySugr Bundle US,cus_EyIcqYyExF4afx,,,true,src_1EUM0BGF2YxxrSPILpk6Oavk,Visa,debit,12,2020,,pass,pass,in_1Gd2RrGF2YxxrSPIO8o0Vr3B,636CF227-0013,po_1GfFBWGF2YxxrSPI6cNaMZdL,"1,02",US 2020-3913,
ch_1Gd2zQGF2YxxrSPI2Zz4G64V,Invoice 435FB6F8-0010,Payment complete.,2020-04-28 23:37,"49,00",usd,Paid,mySugr Bundle US,cus_FWNkdqSgb914FB,,,true,src_1F1KyzGF2YxxrSPIhTBSNTRM,MasterCard,debit,11,2023,,pass,pass,in_1Gd23FGF2YxxrSPION5Tprgg,435FB6F8-0010,po_1GesmiGF2YxxrSPInU5v99kj,"1,02",US 2020-3911,
ch_1Gd2s6GF2YxxrSPILhDxRMQK,Charge for payment 125184bb-7981-4e6a-a479-af3e4b355191,The bank returned the decline code `transaction_not_allowed`.,2020-04-28 23:29,"49,00",usd,Failed,,cus_E5ohIofrbsi110,,,false,src_1FlgtGGF2YxxrSPI5sJng6Hw,Visa,prepaid,10,2024,,pass,pass,,,,"0,00",,US
ch_1Gd2VeGF2YxxrSPIyqukLrXI,Charge for payment 35cadec5-3198-48ab-8229-54dd72b1310a,The bank returned the decline code `insufficient_funds`.,2020-04-28 23:06,"49,00",usd,Failed,,cus_ElyvaSJnFFujcS,,,false,src_1EIQwvGF2YxxrSPInE3T932N,MasterCard,prepaid,11,2021,,fail,,,,,"0,00",,US
ch_1Gd2VHGF2YxxrSPIOdvgRJcU,Charge for payment 63da87db-0210-4aab-ad99-d4c9f5ff4935,The bank returned the decline code `insufficient_funds`.,2020-04-28 23:06,"49,00",usd,Failed,,cus_ElyvaSJnFFujcS,,,false,src_1EIQwvGF2YxxrSPInE3T932N,MasterCard,prepaid,11,2021,,fail,,,,,"0,00",,US
ch_1Gd2UcGF2YxxrSPI5Dqxx3mc,Charge for payment f93aae0a-f79f-4133-b6e3-a8164a153c75,The bank returned the decline code `insufficient_funds`.,2020-04-28 23:05,"49,00",usd,Failed,,cus_ElyvaSJnFFujcS,,,false,src_1EIQwvGF2YxxrSPInE3T932N,MasterCard,prepaid,11,2021,,fail,,,,,"0,00",,US
ch_1Gd2TqGF2YxxrSPIpYIB6Hnr,Charge for payment 3461e295-25d6-4c85-93a1-8666608726c4,The bank returned the decline code `insufficient_funds`.,2020-04-28 23:04,"49,00",usd,Failed,,cus_ElyvaSJnFFujcS,,,false,src_1EIQwvGF2YxxrSPInE3T932N,MasterCard,prepaid,11,2021,,fail,,,,,"0,00",,US
ch_1Gd2SsGF2YxxrSPIDEFjrHkK,Charge for payment e99926b7-d333-4219-8896-05cab8dae222,The bank returned the decline code `insufficient_funds`.,2020-04-28 23:03,"49,00",usd,Failed,,cus_ElyvaSJnFFujcS,,,false,src_1EIQwvGF2YxxrSPInE3T932N,MasterCard,prepaid,11,2021,,fail,,,,,"0,00",,US
ch_1Gd2SSGF2YxxrSPI9mX234MR,Charge for payment 253d0df7-a797-4dea-a335-e64020002e2a,The bank returned the decline code `insufficient_funds`.,2020-04-28 23:03,"49,00",usd,Failed,,cus_ElyvaSJnFFujcS,,,false,src_1EIQwvGF2YxxrSPInE3T932N,MasterCard,prepaid,11,2021,,fail,,,,,"0,00",,US
ch_1Gd2JKGF2YxxrSPI6dsEI246,Charge for payment 1ba0e8d3-c19f-4066-8bd3-d8b4378833a8,The bank returned the decline code `transaction_not_allowed`.,2020-04-28 22:53,"49,00",usd,Failed,,cus_E5ohIofrbsi110,,,false,src_1FlgtGGF2YxxrSPI5sJng6Hw,Visa,prepaid,10,2024,,pass,pass,,,,"0,00",,US
ch_1Gd2APGF2YxxrSPItYUGg7BY,Invoice 2E8A25A-0017,Payment complete.,2020-04-28 22:44,"49,00",usd,Paid,mySugr Bundle US,cus_EEx2gph0LOrKxP,,,true,src_1DmT7lGF2YxxrSPIdd0bDQIK,MasterCard,prepaid,8,2020,,pass,,in_1Gd1EKGF2YxxrSPI9TlFiF9y,2E8A25A-0017,po_1GesmiGF2YxxrSPInU5v99kj,"1,02",US 2020-3909,
ch_1Gd1hlGF2YxxrSPIziZcXbiX,Charge for payment 0931487d-6e6b-4c0d-99d3-210bfefff11c,The bank returned the decline code `do_not_honor`.,2020-04-28 22:15,"49,00",usd,Failed,,cus_GnluGMTKQVIKwi,,,false,src_1GGALyGF2YxxrSPIrQOec7TH,MasterCard,credit,7,2020,,pass,pass,,,,"0,00",,US
ch_1Gd1hiGF2YxxrSPInMojMVa2,Charge for payment 345da981-bad1-4c42-b121-1ec4a070d1be,The bank returned the decline code `do_not_honor`.,2020-04-28 22:15,"49,00",usd,Failed,,cus_Gnm1xVTDsOnQK9,,,false,src_1GGAT6GF2YxxrSPIrKelPx90,MasterCard,debit,2,2023,,pass,pass,,,,"0,00",,US
ch_1Gd1JsGF2YxxrSPIj4Z4xQCp,Charge for payment e469f0ad-691c-477f-b1eb-370d60fc4cbb,Payment complete.,2020-04-28 21:50,"49,00",usd,Paid,,cus_GotXuYiefJcMeT,,,true,src_1GHFjSGF2YxxrSPItBaCbqZL,Visa,credit,4,2023,,pass,pass,,,po_1GesmiGF2YxxrSPInU5v99kj,"0,86",,US
ch_1Gd0ZBGF2YxxrSPIXwdiWqXZ,Invoice C5C29299-0010,Payment complete.,2020-04-28 21:02,"49,00",usd,Paid,mySugr Bundle US,cus_FWL80wl24MwLOo,,,true,src_1F1IZ0GF2YxxrSPILsMDoP0o,Visa,debit,2,2021,,pass,pass,in_1Gczd0GF2YxxrSPIH9yoYdN2,C5C29299-0010,po_1GesmiGF2YxxrSPInU5v99kj,"1,01",US 2020-3905,
ch_1GczpcGF2YxxrSPIpGDFQHP6,Charge for payment 01feaeea-adee-4c36-9985-cd1ad354a8e6,The bank returned the decline code `do_not_honor`.,2020-04-28 20:15,"49,00",usd,Failed,,cus_Gaz70FBIL8S6x8,,,false,src_1G3n8bGF2YxxrSPIa17jDmIo,Visa,prepaid,11,2023,,unavailable,unavailable,,,,"0,00",,US
ch_1GczXsGF2YxxrSPICQZ2at5l,Charge for payment 296e6f35-52b5-4226-a46b-1c4593a2940d,Payment complete.,2020-04-28 19:56,"49,00",usd,Paid,,cus_HBMFfrGNQTUnkA,,,true,src_1GczWdGF2YxxrSPIMctrla5V,Visa,debit,8,2022,pass,pass,pass,,,po_1GesmiGF2YxxrSPInU5v99kj,"1,01",,US
ch_1GczSpGF2YxxrSPIpqF2XHHW,Charge for payment 22afd9b0-996c-466b-b718-8dbc758a5369,Payment complete.,2020-04-28 19:51,"49,00",usd,Paid,,cus_GorP4BsvZmLM83,,,true,src_1GHDfwGF2YxxrSPIgODJpfHh,Visa,credit,3,2022,,pass,pass,,,po_1GesmiGF2YxxrSPInU5v99kj,"0,86",,US
ch_1GczENGF2YxxrSPIIfizzd2O,Charge for payment 57a6009d-375f-4546-981f-381591cec7f8,The bank returned the decline code `insufficient_funds`.,2020-04-28 19:36,"49,00",usd,Failed,,cus_HBLvAdr8DecIGF,,,false,src_1GczDlGF2YxxrSPIOKOwSztb,MasterCard,prepaid,11,2022,pass,pass,pass,,,,"0,00",,US
ch_1GcyW1GF2YxxrSPI9HKUAAnc,Charge for payment 6a6df336-aa25-4176-8302-fdab7f686daf,Payment complete.,2020-04-28 18:50,"49,00",usd,Paid,,cus_GdFAEmcMHjFz0f,,,true,src_1G5yfjGF2YxxrSPIpc8iMpmr,MasterCard,debit,3,2023,,pass,pass,,,po_1GesmiGF2YxxrSPInU5v99kj,"1,02",,US
ch_1GcySsGF2YxxrSPIIuQDmWtq,Invoice 3E36641-0016,Payment complete.,2020-04-28 18:47,"49,00",usd,Paid,mySugr Bundle US,cus_EQVCHuyuNrMSXD,,,true,src_1DxeC0GF2YxxrSPIt4Jj3cGf,Visa,debit,7,2023,,fail,,in_1GcxWjGF2YxxrSPIeP0g2KKc,3E36641-0016,po_1GesmiGF2YxxrSPInU5v99kj,"1,01",US 2020-3898,
ch_1GcxZLGF2YxxrSPInNSWnzsm,Charge for payment 83a65e78-c471-461d-920b-64cb985ab492,Payment complete.,2020-04-28 17:50,"49,00",usd,Paid,,cus_GzhLf10NBrBphc,,,true,src_1GRhwkGF2YxxrSPIfEO0vo3T,MasterCard,debit,10,2020,,fail,fail,,,po_1GesmiGF2YxxrSPInU5v99kj,"1,02",,US
ch_1GcxPjGF2YxxrSPIOE0X3Gzn,Invoice 6F21D283-0010,Payment complete.,2020-04-28 17:40,"49,00",usd,Paid,mySugr Bundle US,cus_FWHxYIS0l32me9,,,true,src_1F1FKiGF2YxxrSPIBDmZJo8f,Visa,credit,4,2021,,pass,pass,in_1GcwRmGF2YxxrSPIKXrXkgFy,6F21D283-0010,po_1GesmiGF2YxxrSPInU5v99kj,"0,86",US 2020-3895,
ch_1GcwpTGF2YxxrSPI3Tk9w6zo,Invoice FE9D4A73-0005,Payment complete.,2020-04-28 17:02,"49,00",usd,Paid,mySugr Bundle US,cus_GRawQETbJSQKEi,,,true,src_1FuhBUGF2YxxrSPI3dLNyqjx,Visa,credit,8,2023,,pass,pass,in_1GcvtIGF2YxxrSPIR9AP0H84,FE9D4A73-0005,po_1GesmiGF2YxxrSPInU5v99kj,"0,86",US 2020-3894,
ch_1GcwiyGF2YxxrSPIQ2GT2SGR,Invoice ECA6716-0035,Payment complete.,2020-04-28 16:56,"49,00",usd,Paid,mySugr Bundle US,cus_BnraFb3giSXS7l,,,true,src_1FuhdOGF2YxxrSPIOX9pqIVB,Visa,debit,11,2023,,pass,fail,in_1GcvmnGF2YxxrSPIIvtNBz98,ECA6716-0035,po_1GesmiGF2YxxrSPInU5v99kj,"1,01",US 2020-3893,
ch_1GcweOGF2YxxrSPImeFUahTC,Charge for payment 4131459d-2968-494d-87fc-7b308ab03d9a,Payment complete.,2020-04-28 16:51,"49,00",usd,Paid,,cus_GdCnFZzOi32qex,,,true,src_1G5wNNGF2YxxrSPIr2D0xv9a,Visa,credit,7,2023,,pass,pass,,,po_1GesmiGF2YxxrSPInU5v99kj,"0,86",,US
ch_1GcvO6GF2YxxrSPIJmoBlh1J,Charge for payment 41606b71-3024-4fe2-8004-ff837163f0e2,Payment complete.,2020-04-28 15:30,"49,00",usd,Paid,,cus_HBHxRC4mXnw8LL,,,true,src_1GcvN7GF2YxxrSPIsdhkA6cr,Visa,debit,3,2023,pass,pass,pass,,,po_1GesmiGF2YxxrSPInU5v99kj,"1,01",,US
ch_1GcvCCGF2YxxrSPIdPzQoux2,Charge for payment 9abb14ce-bdeb-4925-8925-aa4a0efb8b7c,The bank returned the decline code `transaction_not_allowed`.,2020-04-28 15:18,"49,00",usd,Failed,,cus_E5ohIofrbsi110,,,false,src_1FlgtGGF2YxxrSPI5sJng6Hw,Visa,prepaid,10,2024,,pass,pass,,,,"0,00",,US
ch_1Gcv97GF2YxxrSPItEtdSq6s,Charge for payment 3a0aef47-29c3-4c0d-b630-1efc6112b726,The bank returned the decline code `transaction_not_allowed`.,2020-04-28 15:14,"49,00",usd,Failed,,cus_E5ohIofrbsi110,,,false,src_1FlgtGGF2YxxrSPI5sJng6Hw,Visa,prepaid,10,2024,,pass,pass,,,,"0,00",,US
ch_1GcumcGF2YxxrSPIzoXfLoMn,Invoice F4475BA3-0005,Payment complete.,2020-04-28 14:51,"49,00",usd,Paid,mySugr Bundle US,cus_GRYpTAbolsLMx8,,,true,src_1Fufh8GF2YxxrSPI0h5imZfh,Visa,debit,8,2022,,pass,pass,in_1GctqRGF2YxxrSPIdOirLpUy,F4475BA3-0005,po_1GesmiGF2YxxrSPInU5v99kj,"1,01",US 2020-3889,
ch_1GcuYbGF2YxxrSPIdRpJYzDS,Charge for payment 13dfccb8-5fe2-4028-a53b-5d19c7c2c5d2,Payment complete.,2020-04-28 14:37,"49,00",usd,Paid,,cus_HBH6QGHHqLqc1n,,,true,src_1GcuXbGF2YxxrSPIOByPJYHe,MasterCard,debit,1,2022,pass,pass,pass,,,po_1GesmiGF2YxxrSPInU5v99kj,"1,02",,US
ch_1GcuY4GF2YxxrSPINFnJUGLi,Invoice DDE2EDD8-0005,Payment complete.,2020-04-28 14:36,"49,00",usd,Paid,mySugr Bundle US,cus_GRYaqDLLZBNxDY,,,true,src_1FufSaGF2YxxrSPI1cqwGqNI,Visa,credit,10,2024,,pass,pass,in_1GctbuGF2YxxrSPIwp3bTVsg,DDE2EDD8-0005,po_1GesmiGF2YxxrSPInU5v99kj,"0,86",US 2020-3886,
ch_1GcuDSGF2YxxrSPINPjIl0t3,Charge for payment c7454434-d73c-4fd2-bce4-80240d0b13c6,The bank returned the decline code `do_not_honor`.,2020-04-28 14:15,"49,00",usd,Failed,,cus_Gb3dTD1mcl50MZ,,,false,src_1G3rVhGF2YxxrSPI7ZFK4xSl,MasterCard,credit,5,2024,,pass,pass,,,,"0,00",,US
ch_1GcuDNGF2YxxrSPILWVPvbi7,Charge for payment f6994efe-8422-467b-8f00-24cc4037803e,The bank returned the decline code `do_not_honor`.,2020-04-28 14:15,"49,00",usd,Failed,,cus_Gb3TYBdzO5BEgo,,,false,src_1G3rMMGF2YxxrSPIj8nOJM62,Visa,credit,3,2024,,pass,pass,,,,"0,00",,US
